participant_id,age,gender,race_ethnicity,education_level,political_affiliation,vaccine_hesitancy,trust_in_science,trust_in_government,ad_engagement_score,baseline_attitude_score,ad_group,ad_group_y,vaccine_uptake,post_attitude_score,degree_centrality,community_id
P04045,51,Female,Hispanic,Bachelor,Liberal,1,5,5,4.0,1,Control,Control,0,4,0.01155812402756168,2
P04047,48,Male,White,High School,Liberal,2,5,4,2.4,4,Ad_Reason,Ad_Reason,1,2,0.011335852411647033,1
P04048,73,Female,Hispanic,High School,Liberal,2,4,2,2.2,2,Ad_Emotion,Ad_Emotion,1,5,0.01066903756390309,0
P04049,38,Female,Hispanic,Bachelor,Moderate,1,5,3,2.7,5,Control,Control,1,2,0.012002667259390976,1
P04050,44,Male,Black,High School,Moderate,2,1,1,2.0,5,Control,Control,0,4,0.011335852411647033,2
P04051,31,Male,White,PhD,Moderate,3,2,1,3.5,5,Ad_Emotion,Ad_Emotion,0,3,0.0066681484774394305,1
P04052,42,Female,White,Bachelor,Moderate,3,2,4,4.0,4,Ad_Reason,Ad_Reason,1,2,0.012002667259390976,2
P04053,45,Female,White,PhD,Moderate,2,3,2,1.5,1,Ad_Emotion,Ad_Emotion,1,5,0.009779951100244499,0
P04054,42,Female,Hispanic,High School,Conservative,1,5,2,3.0,3,Ad_Reason,Ad_Reason,1,2,0.008446321404756612,0
P04055,27,Female,White,High School,Liberal,3,2,2,4.6,2,Ad_Emotion,Ad_Emotion,1,3,0.012224938875305623,2
P04056,42,Female,Hispanic,High School,Liberal,2,5,1,1.5,1,Control,Control,0,2,0.011780395643476329,0
P04057,57,Female,White,High School,Moderate,4,1,5,4.5,3,Ad_Reason,Ad_Reason,1,2,0.010224494332073794,1
P04059,51,Male,Hispanic,High School,Liberal,5,4,2,2.4,3,Ad_Reason,Ad_Reason,1,1,0.010224494332073794,2
P04060,37,Female,White,Bachelor,Liberal,3,3,1,3.6,4,Control,Control,0,3,0.008001778172927318,2
P04061,48,Female,White,High School,Moderate,2,3,1,3.5,4,Ad_Emotion,Ad_Emotion,1,5,0.008890864636585907,2
P04063,28,Female,White,Master,Conservative,2,2,4,2.2,5,Ad_Reason,Ad_Reason,1,4,0.014003111802622805,1
P04064,43,Female,Black,Bachelor,Conservative,1,2,5,1.8,5,Ad_Emotion,Ad_Emotion,1,4,0.009113136252500556,0
P04065,28,Male,Black,Master,Moderate,1,1,3,2.9,1,Control,Control,1,1,0.009113136252500556,3
P04066,32,Male,White,High School,Moderate,4,3,4,2.8,2,Ad_Reason,Ad_Reason,0,1,0.012002667259390976,0
P04067,42,Male,Hispanic,Not Applicable,Liberal,4,3,2,2.2,4,Ad_Reason,Ad_Reason,1,2,0.010002222716159146,2
P04069,25,Female,Hispanic,Bachelor,Conservative,2,3,4,3.3,4,Control,Control,0,2,0.009113136252500556,0
P04070,52,Male,White,Bachelor,Liberal,4,3,3,4.1,4,Control,Control,1,4,0.010891309179817737,2
P04072,31,Female,White,Bachelor,Conservative,3,2,1,2.8,5,Control,Control,1,4,0.008001778172927318,0
P04073,21,Female,White,Bachelor,Moderate,1,1,3,2.2,4,Ad_Reason,Ad_Reason,0,3,0.010002222716159146,1
P04074,38,Male,White,Bachelor,Moderate,4,5,3,2.3,5,Control,Control,1,3,0.008890864636585907,1
P04075,34,Female,Asian,High School,Liberal,5,4,5,3.2,5,Ad_Reason,Ad_Reason,0,2,0.01066903756390309,0
P04076,41,Female,White,Master,Moderate,5,4,2,3.3,3,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,1
P04077,35,Male,Hispanic,Bachelor,Conservative,5,4,1,2.8,3,Ad_Emotion,Ad_Emotion,0,3,0.007779506557012669,1
P04078,18,Male,White,Bachelor,Liberal,5,2,3,3.9,4,Control,Control,0,3,0.01066903756390309,2
P04079,35,Female,Black,Bachelor,Moderate,5,2,4,3.1,5,Control,Control,0,4,0.00955767948432985,1
P04081,47,Female,White,Master,Moderate,5,4,4,2.3,2,Ad_Reason,Ad_Reason,1,3,0.008001778172927318,2
P04082,31,Male,White,Not Applicable,Conservative,4,4,2,2.3,4,Ad_Reason,Ad_Reason,1,1,0.010891309179817737,2
P04083,60,Male,White,PhD,Moderate,5,4,4,3.5,4,Ad_Emotion,Ad_Emotion,1,3,0.009335407868415203,0
P04084,18,Female,White,High School,Conservative,5,5,1,2.4,2,Ad_Emotion,Ad_Emotion,1,4,0.008446321404756612,2
P04085,55,Male,White,Bachelor,Conservative,3,5,3,3.1,4,Ad_Reason,Ad_Reason,0,4,0.009113136252500556,0
P04086,37,Male,Black,Master,Conservative,4,4,3,2.2,5,Control,Control,1,2,0.010446765947988441,2
P04087,50,Female,White,Bachelor,Conservative,3,2,5,2.8,3,Control,Control,0,4,0.012447210491220271,0
P04088,40,Male,Black,Bachelor,Liberal,2,2,3,2.9,1,Ad_Emotion,Ad_Emotion,0,5,0.007557234941098022,1
P04089,53,Female,Hispanic,PhD,Conservative,5,5,1,5.0,3,Ad_Emotion,Ad_Emotion,1,4,0.01066903756390309,1
P04090,35,Female,White,Bachelor,Liberal,1,5,2,1.7,2,Ad_Reason,Ad_Reason,0,3,0.01155812402756168,1
P04092,57,Female,White,High School,Liberal,5,4,3,2.2,5,Ad_Reason,Ad_Reason,0,3,0.012224938875305623,0
P04093,38,Male,Hispanic,High School,Liberal,3,2,4,4.3,5,Ad_Emotion,Ad_Emotion,0,4,0.009113136252500556,1
P04094,42,Female,White,High School,Moderate,2,3,3,2.3,3,Control,Control,1,4,0.009779951100244499,2
P04095,54,Male,Black,PhD,Moderate,3,2,2,4.0,4,Control,Control,1,3,0.009335407868415203,2
P04096,27,Male,Other,Bachelor,Liberal,4,2,5,3.2,4,Ad_Emotion,Ad_Emotion,1,4,0.012669482107134918,0
P04097,47,Female,White,Bachelor,Moderate,2,4,2,1.7,2,Ad_Reason,Ad_Reason,0,2,0.009779951100244499,1
P04099,38,Female,White,Bachelor,Conservative,2,3,4,3.5,5,Control,Control,0,1,0.010446765947988441,1
P04100,40,Male,White,Bachelor,Liberal,3,4,5,3.6,1,Ad_Emotion,Ad_Emotion,1,4,0.009113136252500556,0
P04101,21,Male,Hispanic,High School,Liberal,5,1,4,2.8,3,Control,Control,0,3,0.00955767948432985,3
P04102,30,Female,White,Master,Liberal,5,4,3,5.0,3,Ad_Emotion,Ad_Emotion,0,4,0.008890864636585907,0
P04103,56,Male,Black,High School,Liberal,5,5,3,4.9,3,Ad_Reason,Ad_Reason,1,5,0.009335407868415203,0
P04104,50,Male,White,High School,Moderate,5,3,2,3.3,4,Ad_Emotion,Ad_Emotion,0,3,0.010446765947988441,0
P04105,39,Female,Hispanic,High School,Moderate,5,4,1,1.7,1,Ad_Reason,Ad_Reason,0,3,0.008446321404756612,1
P04106,42,Female,White,High School,Liberal,4,2,3,2.0,4,Ad_Emotion,Ad_Emotion,0,4,0.010224494332073794,1
P04107,36,Female,White,High School,Liberal,1,2,3,2.7,4,Control,Control,0,3,0.010002222716159146,0
P04109,37,Male,White,High School,Conservative,1,4,3,2.2,5,Control,Control,1,2,0.01155812402756168,2
P04110,42,Female,White,Bachelor,Liberal,4,1,2,2.5,4,Control,Control,0,2,0.009113136252500556,2
P04111,53,Male,White,High School,Conservative,5,5,5,1.0,2,Ad_Reason,Ad_Reason,0,3,0.008446321404756612,0
P04112,30,Female,White,High School,Conservative,4,2,3,1.0,2,Ad_Reason,Ad_Reason,1,2,0.010446765947988441,2
P04113,58,Male,White,Bachelor,Liberal,4,4,2,3.0,2,Control,Control,1,1,0.012224938875305623,0
P04114,21,Other,White,PhD,Conservative,1,1,5,4.6,4,Control,Control,1,1,0.00866859302067126,1
P04115,59,Female,White,Master,Conservative,2,3,1,1.4,1,Control,Control,0,2,0.007557234941098022,1
P04117,37,Female,Other,Bachelor,Moderate,3,5,3,3.0,5,Ad_Reason,Ad_Reason,1,3,0.00955767948432985,0
P04119,34,Female,White,Bachelor,Liberal,5,4,1,2.5,3,Control,Control,0,3,0.009113136252500556,0
P04120,27,Male,White,Bachelor,Liberal,4,2,2,1.9,4,Ad_Emotion,Ad_Emotion,1,3,0.009335407868415203,3
P04121,32,Male,Hispanic,High School,Conservative,5,1,1,3.6,3,Ad_Emotion,Ad_Emotion,1,4,0.006890420093354078,2
P04122,38,Male,White,Bachelor,Conservative,4,5,2,1.0,4,Ad_Reason,Ad_Reason,1,2,0.012224938875305623,1
P04123,51,Male,Black,Bachelor,Liberal,3,1,3,3.4,3,Control,Control,1,3,0.011113580795732384,1
P04124,42,Female,White,Bachelor,Conservative,2,5,2,2.2,1,Control,Control,1,5,0.015114469882196044,2
P04125,43,Female,White,Bachelor,Conservative,1,4,3,3.2,1,Ad_Reason,Ad_Reason,1,2,0.010224494332073794,2
P04126,26,Female,Hispanic,High School,Liberal,1,4,2,4.2,1,Ad_Emotion,Ad_Emotion,1,5,0.010224494332073794,1
P04127,29,Female,White,High School,Moderate,2,5,5,2.3,1,Ad_Emotion,Ad_Emotion,0,3,0.007557234941098022,1
P04128,61,Female,White,High School,Moderate,3,1,2,2.6,2,Ad_Emotion,Ad_Emotion,0,4,0.012002667259390976,0
P04129,31,Male,Hispanic,Not Applicable,Conservative,4,3,2,2.6,5,Ad_Reason,Ad_Reason,1,2,0.007334963325183374,0
P04130,59,Male,Black,High School,Conservative,1,3,4,5.0,1,Ad_Emotion,Ad_Emotion,1,4,0.011335852411647033,1
P04131,37,Male,Hispanic,High School,Liberal,3,2,4,2.9,2,Ad_Reason,Ad_Reason,1,5,0.012447210491220271,1
P04134,55,Female,Hispanic,High School,Conservative,3,4,3,4.4,3,Ad_Emotion,Ad_Emotion,0,5,0.009113136252500556,1
P04135,38,Female,White,Bachelor,Liberal,3,1,4,2.4,2,Ad_Reason,Ad_Reason,1,5,0.007557234941098022,1
P04136,35,Female,Asian,High School,Moderate,5,5,2,3.8,3,Ad_Emotion,Ad_Emotion,1,3,0.007779506557012669,1
P04137,39,Female,Black,High School,Conservative,3,3,1,2.2,1,Ad_Emotion,Ad_Emotion,1,3,0.010224494332073794,0
P04138,44,Male,White,High School,Liberal,1,2,1,2.2,3,Control,Control,0,4,0.010224494332073794,1
P04139,50,Female,White,Bachelor,Moderate,1,1,2,3.4,1,Ad_Emotion,Ad_Emotion,0,2,0.010446765947988441,1
P04140,40,Male,White,Master,Conservative,1,1,2,4.2,1,Control,Control,1,2,0.010002222716159146,0
P04141,47,Male,Asian,Bachelor,Liberal,3,5,1,2.6,3,Ad_Reason,Ad_Reason,0,3,0.006890420093354078,1
P04142,59,Male,White,Bachelor,Conservative,3,4,5,2.6,2,Ad_Emotion,Ad_Emotion,1,2,0.010002222716159146,1
P04144,43,Male,White,High School,Liberal,2,3,5,3.0,2,Ad_Emotion,Ad_Emotion,1,4,0.008890864636585907,0
P04145,21,Male,Black,Master,Liberal,5,2,3,3.7,5,Ad_Reason,Ad_Reason,1,4,0.011780395643476329,2
P04146,18,Female,White,High School,Liberal,3,4,1,1.4,5,Ad_Emotion,Ad_Emotion,1,3,0.010446765947988441,0
P04148,38,Male,Black,Bachelor,Moderate,4,4,5,2.9,1,Ad_Emotion,Ad_Emotion,1,4,0.011780395643476329,1
P04149,33,Male,Black,Master,Liberal,1,1,3,3.5,2,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,0
P04150,42,Female,Hispanic,High School,Conservative,2,4,5,2.9,2,Ad_Emotion,Ad_Emotion,1,4,0.01355856857079351,0
P04151,39,Male,Hispanic,High School,Moderate,5,5,3,3.1,1,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384,0
P04152,53,Female,White,Master,Moderate,1,3,2,3.6,4,Ad_Emotion,Ad_Emotion,1,3,0.008001778172927318,0
P04153,41,Female,White,Master,Moderate,2,4,2,1.8,4,Ad_Emotion,Ad_Emotion,1,4,0.00866859302067126,0
P04154,31,Male,Black,High School,Moderate,1,2,1,3.6,5,Ad_Emotion,Ad_Emotion,1,3,0.010446765947988441,0
P04155,51,Male,White,Not Applicable,Moderate,3,1,2,4.1,4,Ad_Reason,Ad_Reason,0,4,0.01066903756390309,0
P04156,37,Male,White,High School,Liberal,3,5,5,2.7,3,Control,Control,1,1,0.008446321404756612,0
P04157,46,Male,White,High School,Conservative,1,3,3,2.1,1,Ad_Emotion,Ad_Emotion,1,4,0.01155812402756168,1
P04158,34,Male,White,Bachelor,Moderate,2,1,1,3.9,2,Control,Control,0,4,0.00866859302067126,1
P04159,32,Female,White,Master,Liberal,1,5,2,4.7,1,Ad_Emotion,Ad_Emotion,1,5,0.010446765947988441,1
P04160,41,Male,Hispanic,Not Applicable,Moderate,4,1,1,3.1,3,Ad_Emotion,Ad_Emotion,0,3,0.010224494332073794,0
P04161,40,Female,White,Bachelor,Moderate,2,3,1,2.1,4,Ad_Reason,Ad_Reason,0,3,0.011335852411647033,2
P04162,45,Female,White,High School,Liberal,2,3,3,3.0,1,Ad_Reason,Ad_Reason,1,1,0.008890864636585907,0
P04163,36,Male,White,Bachelor,Conservative,1,4,5,2.2,3,Control,Control,0,5,0.010446765947988441,0
P04164,18,Male,Hispanic,High School,Moderate,5,2,5,3.7,4,Ad_Reason,Ad_Reason,1,3,0.01066903756390309,0
P04165,34,Male,Hispanic,Bachelor,Moderate,1,4,4,2.9,5,Ad_Reason,Ad_Reason,1,4,0.01066903756390309,2
P04166,49,Male,Black,Bachelor,Moderate,5,1,5,2.1,5,Control,Control,1,4,0.009335407868415203,0
P04167,36,Female,White,High School,Conservative,2,4,2,3.2,5,Ad_Reason,Ad_Reason,1,3,0.009779951100244499,1
P04168,37,Male,Hispanic,Bachelor,Liberal,3,3,4,2.3,3,Ad_Emotion,Ad_Emotion,1,2,0.011335852411647033,0
P04169,51,Female,Black,Bachelor,Moderate,3,3,4,1.7,3,Control,Control,1,3,0.008224049788841965,0
P04170,31,Male,Hispanic,Master,Liberal,1,3,4,3.8,2,Control,Control,0,4,0.01155812402756168,2
P04171,21,Male,Asian,Bachelor,Conservative,5,4,4,3.3,2,Ad_Emotion,Ad_Emotion,1,3,0.008001778172927318,1
P04173,34,Female,White,High School,Liberal,4,4,4,4.3,1,Control,Control,1,4,0.011335852411647033,0
P04174,28,Male,White,High School,Conservative,1,4,2,2.3,4,Control,Control,1,3,0.011335852411647033,2
P04175,37,Male,White,High School,Moderate,1,4,2,2.6,2,Ad_Emotion,Ad_Emotion,1,3,0.009779951100244499,1
P04176,45,Female,Asian,Bachelor,Liberal,1,4,1,3.4,4,Ad_Emotion,Ad_Emotion,0,3,0.012224938875305623,2
P04177,39,Male,Hispanic,Not Applicable,Moderate,1,3,2,3.9,1,Ad_Reason,Ad_Reason,0,3,0.008224049788841965,2
P04178,43,Male,Black,Bachelor,Conservative,5,2,1,3.4,5,Control,Control,0,5,0.008224049788841965,1
P04179,61,Female,White,Bachelor,Liberal,5,4,2,2.4,4,Ad_Reason,Ad_Reason,0,4,0.0064458768615247835,0
P04180,35,Female,White,Bachelor,Liberal,5,4,4,2.8,5,Ad_Reason,Ad_Reason,0,2,0.007779506557012669,2
P04181,43,Female,White,High School,Conservative,4,2,3,2.4,4,Ad_Emotion,Ad_Emotion,1,4,0.009779951100244499,1
P04182,33,Female,White,PhD,Moderate,4,4,4,2.7,1,Control,Control,0,4,0.012669482107134918,1
P04183,29,Female,White,Not Applicable,Liberal,1,2,5,2.7,2,Control,Control,0,3,0.010891309179817737,0
P04184,32,Female,Black,Bachelor,Conservative,5,3,1,3.4,3,Control,Control,0,3,0.00866859302067126,0
P04185,34,Female,White,High School,Moderate,4,5,3,2.3,5,Ad_Emotion,Ad_Emotion,1,3,0.012891753723049567,1
P04187,68,Female,White,High School,Liberal,1,5,4,3.0,4,Ad_Emotion,Ad_Emotion,1,3,0.010002222716159146,2
P04188,31,Male,Hispanic,Master,Liberal,2,4,1,2.1,2,Ad_Emotion,Ad_Emotion,0,2,0.008001778172927318,2
P04189,35,Male,White,Master,Conservative,5,1,1,3.4,3,Ad_Emotion,Ad_Emotion,1,5,0.008890864636585907,1
P04190,39,Female,White,High School,Liberal,1,1,2,2.9,5,Control,Control,0,3,0.009779951100244499,2
P04191,44,Female,Hispanic,Not Applicable,Liberal,1,3,1,2.5,5,Ad_Reason,Ad_Reason,1,2,0.008890864636585907,0
P04193,55,Female,White,PhD,Liberal,3,5,2,2.7,1,Ad_Reason,Ad_Reason,1,4,0.010002222716159146,2
P04194,18,Male,White,Bachelor,Moderate,4,2,4,2.5,4,Ad_Emotion,Ad_Emotion,0,3,0.009113136252500556,0
P04195,18,Female,White,High School,Liberal,4,2,1,4.0,2,Ad_Reason,Ad_Reason,0,3,0.011335852411647033,0
P04196,34,Female,Black,Bachelor,Moderate,2,4,5,3.5,1,Control,Control,1,4,0.007112691709268726,0
P04197,53,Female,Hispanic,Bachelor,Liberal,2,2,5,3.8,5,Control,Control,0,2,0.012224938875305623,2
P04198,21,Male,White,High School,Liberal,4,2,4,2.4,4,Ad_Reason,Ad_Reason,0,3,0.008890864636585907,2
P04199,18,Female,White,Bachelor,Moderate,3,5,4,3.2,5,Ad_Emotion,Ad_Emotion,0,4,0.009113136252500556,1
P04201,42,Male,White,High School,Moderate,1,5,5,1.1,1,Control,Control,1,1,0.008001778172927318,2
P04202,26,Male,Black,High School,Moderate,2,2,1,2.4,3,Ad_Reason,Ad_Reason,1,4,0.012669482107134918,1
P04203,28,Female,White,High School,Moderate,2,4,5,3.0,3,Ad_Emotion,Ad_Emotion,1,5,0.009335407868415203,1
P04204,28,Male,White,Master,Moderate,2,1,4,5.0,3,Ad_Emotion,Ad_Emotion,0,4,0.012447210491220271,2
P04205,41,Male,White,Bachelor,Moderate,4,2,4,4.2,1,Control,Control,1,2,0.010224494332073794,1
P04206,32,Female,White,High School,Moderate,4,2,2,1.9,4,Ad_Emotion,Ad_Emotion,1,1,0.008446321404756612,0
P04207,45,Female,White,Not Applicable,Moderate,4,4,1,3.9,5,Ad_Reason,Ad_Reason,1,2,0.009335407868415203,0
P04208,18,Female,Asian,High School,Moderate,3,4,4,1.7,4,Control,Control,1,2,0.007779506557012669,1
P04209,29,Female,Asian,Bachelor,Liberal,4,2,1,4.5,4,Control,Control,1,3,0.010002222716159146,1
P04210,26,Male,Black,Master,Liberal,1,2,5,2.5,4,Ad_Reason,Ad_Reason,0,4,0.010002222716159146,0
P04211,36,Female,Black,Master,Liberal,4,5,2,2.4,5,Control,Control,1,4,0.007557234941098022,1
P04212,33,Female,White,High School,Conservative,3,3,5,4.0,5,Ad_Emotion,Ad_Emotion,1,2,0.007557234941098022,2
P04213,49,Male,White,PhD,Conservative,2,4,4,2.4,1,Ad_Emotion,Ad_Emotion,1,2,0.007112691709268726,0
P04214,18,Male,Hispanic,PhD,Moderate,1,4,4,4.7,2,Ad_Reason,Ad_Reason,1,5,0.00955767948432985,2
P04215,40,Male,White,Bachelor,Liberal,3,5,1,2.4,5,Ad_Emotion,Ad_Emotion,0,4,0.01066903756390309,0
P04216,46,Male,White,Bachelor,Liberal,5,1,4,3.9,5,Ad_Reason,Ad_Reason,1,4,0.010002222716159146,0
P04217,62,Female,White,High School,Conservative,2,1,1,3.1,2,Ad_Reason,Ad_Reason,0,2,0.00866859302067126,1
P04218,34,Female,White,Bachelor,Conservative,4,1,3,3.7,5,Ad_Emotion,Ad_Emotion,1,4,0.011113580795732384,1
P04220,18,Female,Hispanic,Master,Conservative,5,3,5,1.2,5,Ad_Emotion,Ad_Emotion,1,4,0.01155812402756168,1
P04221,18,Male,Hispanic,Bachelor,Moderate,3,3,5,2.1,1,Control,Control,0,2,0.009779951100244499,1
P04222,50,Female,Hispanic,Bachelor,Liberal,4,5,1,2.6,5,Control,Control,1,2,0.007557234941098022,1
P04223,39,Male,Hispanic,High School,Conservative,3,1,3,2.8,2,Ad_Reason,Ad_Reason,0,2,0.010002222716159146,2
P04224,54,Female,Hispanic,High School,Moderate,5,1,4,2.5,4,Ad_Emotion,Ad_Emotion,0,4,0.00955767948432985,0
P04225,23,Male,White,High School,Conservative,3,2,2,1.0,2,Ad_Emotion,Ad_Emotion,1,3,0.006223605245610136,1
P04226,46,Female,White,High School,Liberal,1,5,2,2.4,5,Control,Control,1,4,0.009113136252500556,0
P04227,62,Male,Hispanic,Bachelor,Liberal,1,5,5,3.0,5,Control,Control,0,2,0.013114025338964214,0
P04228,45,Male,White,Master,Liberal,4,4,4,2.8,1,Ad_Emotion,Ad_Emotion,1,4,0.00955767948432985,0
P04229,43,Male,White,Bachelor,Liberal,5,4,2,2.6,4,Ad_Reason,Ad_Reason,1,5,0.010002222716159146,1
P04230,40,Female,White,Bachelor,Moderate,5,5,1,2.5,5,Control,Control,0,3,0.008446321404756612,2
P04231,21,Female,White,Bachelor,Liberal,5,3,4,3.1,1,Ad_Reason,Ad_Reason,1,4,0.010224494332073794,1
P04232,56,Male,White,High School,Moderate,5,5,5,2.0,1,Ad_Reason,Ad_Reason,1,4,0.010446765947988441,0
P04233,32,Female,White,High School,Liberal,5,3,3,2.8,2,Control,Control,1,3,0.00866859302067126,0
P04234,46,Female,White,High School,Conservative,2,4,1,2.6,4,Ad_Reason,Ad_Reason,0,3,0.010002222716159146,1
P04235,21,Female,Hispanic,Master,Moderate,3,5,1,1.8,3,Ad_Reason,Ad_Reason,0,1,0.009779951100244499,1
P04236,25,Female,White,High School,Moderate,5,3,4,2.8,1,Ad_Emotion,Ad_Emotion,0,3,0.008890864636585907,1
P04237,57,Male,Hispanic,High School,Liberal,1,2,3,1.0,3,Ad_Reason,Ad_Reason,1,5,0.010002222716159146,0
P04238,35,Male,White,Bachelor,Liberal,3,2,1,2.3,2,Ad_Emotion,Ad_Emotion,0,3,0.012002667259390976,0
P04239,57,Female,White,Not Applicable,Liberal,4,5,3,3.3,1,Control,Control,1,3,0.00955767948432985,1
P04240,39,Female,White,Bachelor,Liberal,4,1,5,3.4,4,Control,Control,1,1,0.008001778172927318,2
P04241,18,Female,White,Master,Liberal,5,5,1,3.0,3,Ad_Emotion,Ad_Emotion,1,5,0.011335852411647033,2
P04242,50,Female,Black,Bachelor,Liberal,2,4,2,3.2,4,Control,Control,0,1,0.011113580795732384,1
P04243,32,Male,Hispanic,Bachelor,Moderate,2,4,5,3.6,3,Ad_Reason,Ad_Reason,1,1,0.010446765947988441,2
P04244,48,Female,Asian,Master,Conservative,3,2,5,3.1,2,Ad_Reason,Ad_Reason,1,2,0.010002222716159146,2
P04245,40,Male,Hispanic,Master,Liberal,2,3,1,4.2,1,Ad_Reason,Ad_Reason,1,4,0.00955767948432985,0
P04246,21,Other,White,High School,Conservative,4,2,2,1.0,1,Control,Control,0,3,0.009779951100244499,1
P04247,41,Male,White,High School,Liberal,5,3,3,3.8,2,Ad_Reason,Ad_Reason,0,3,0.010446765947988441,2
P04248,66,Female,White,High School,Moderate,1,5,2,1.0,5,Control,Control,0,2,0.01066903756390309,0
P04249,45,Female,White,Bachelor,Moderate,4,1,5,2.4,3,Ad_Reason,Ad_Reason,0,3,0.012669482107134918,1
P04251,52,Male,White,High School,Liberal,3,5,2,3.6,5,Control,Control,0,3,0.011113580795732384,2
P04252,42,Female,White,High School,Liberal,2,2,2,2.0,2,Control,Control,0,4,0.00866859302067126,1
P04253,42,Female,White,Master,Liberal,1,5,5,3.0,4,Ad_Reason,Ad_Reason,0,4,0.011113580795732384,0
P04254,26,Male,White,Bachelor,Moderate,1,1,3,2.4,4,Control,Control,0,2,0.010002222716159146,0
P04255,42,Female,Black,Bachelor,Conservative,2,3,2,3.8,2,Control,Control,0,3,0.009779951100244499,2
P04256,52,Female,Black,Master,Conservative,5,1,2,2.9,4,Ad_Emotion,Ad_Emotion,1,4,0.013780840186708157,0
P04257,29,Male,Black,Bachelor,Conservative,2,2,4,2.4,2,Ad_Emotion,Ad_Emotion,1,4,0.009113136252500556,1
P04258,57,Male,Black,Bachelor,Moderate,5,1,5,3.4,3,Ad_Reason,Ad_Reason,0,4,0.01066903756390309,2
P04259,38,Female,White,High School,Conservative,1,4,4,3.6,3,Ad_Emotion,Ad_Emotion,0,2,0.010891309179817737,0
P04260,29,Female,White,High School,Moderate,3,1,5,2.8,5,Ad_Reason,Ad_Reason,1,4,0.009779951100244499,2
P04261,51,Female,White,Bachelor,Liberal,4,5,5,3.7,2,Ad_Reason,Ad_Reason,1,3,0.009113136252500556,4
P04262,36,Female,Hispanic,Bachelor,Conservative,1,3,4,4.6,4,Ad_Reason,Ad_Reason,0,3,0.010224494332073794,1
P04263,49,Male,Asian,Not Applicable,Liberal,1,4,3,1.0,2,Control,Control,0,4,0.009335407868415203,1
P04264,36,Male,White,Not Applicable,Liberal,1,4,3,4.2,1,Ad_Emotion,Ad_Emotion,0,4,0.01066903756390309,2
P04265,39,Male,White,Master,Liberal,4,4,5,4.4,5,Ad_Reason,Ad_Reason,0,3,0.010446765947988441,0
P04266,45,Male,Hispanic,High School,Moderate,5,2,4,3.4,1,Ad_Emotion,Ad_Emotion,0,2,0.008446321404756612,0
P04267,43,Female,White,Not Applicable,Moderate,3,2,2,2.7,5,Ad_Reason,Ad_Reason,1,4,0.007779506557012669,1
P04268,18,Female,Hispanic,Bachelor,Liberal,3,5,5,1.4,5,Ad_Emotion,Ad_Emotion,0,4,0.01066903756390309,0
P04269,26,Male,White,Bachelor,Conservative,3,3,5,3.0,5,Ad_Emotion,Ad_Emotion,1,4,0.009113136252500556,0
P04270,51,Male,White,Bachelor,Conservative,5,1,1,2.6,1,Ad_Reason,Ad_Reason,1,3,0.010891309179817737,1
P04271,38,Female,Asian,High School,Conservative,2,5,3,1.6,5,Control,Control,1,2,0.009113136252500556,1
P04272,33,Female,Black,High School,Moderate,2,2,4,2.3,2,Ad_Emotion,Ad_Emotion,0,3,0.010446765947988441,0
P04273,23,Female,Black,Master,Conservative,3,5,2,3.0,2,Control,Control,0,5,0.012002667259390976,2
P04274,27,Female,White,Bachelor,Conservative,1,3,2,3.3,1,Control,Control,1,4,0.0064458768615247835,1
P04275,18,Female,White,High School,Liberal,1,5,5,2.0,3,Ad_Reason,Ad_Reason,1,4,0.00866859302067126,1
P04276,38,Female,Asian,Bachelor,Liberal,4,4,2,1.0,3,Ad_Reason,Ad_Reason,0,3,0.00955767948432985,1
P04278,28,Male,White,Bachelor,Liberal,1,2,5,2.1,5,Ad_Emotion,Ad_Emotion,1,4,0.01155812402756168,1
P04279,39,Male,Hispanic,Bachelor,Liberal,3,2,3,2.6,5,Ad_Reason,Ad_Reason,1,3,0.008890864636585907,2
P04280,44,Female,White,High School,Moderate,4,3,1,1.0,5,Ad_Reason,Ad_Reason,0,4,0.01155812402756168,2
P04281,65,Female,White,High School,Liberal,2,3,3,2.7,1,Ad_Emotion,Ad_Emotion,1,3,0.010446765947988441,1
P04282,21,Female,Black,Not Applicable,Liberal,4,3,3,3.4,5,Ad_Emotion,Ad_Emotion,0,5,0.011780395643476329,1
P04284,51,Male,White,Bachelor,Conservative,3,4,5,3.1,5,Ad_Reason,Ad_Reason,1,4,0.00955767948432985,2
P04285,30,Male,White,Bachelor,Conservative,3,1,3,2.7,1,Ad_Reason,Ad_Reason,1,3,0.008446321404756612,1
P04286,42,Male,Hispanic,Master,Moderate,3,3,4,1.0,5,Ad_Reason,Ad_Reason,1,4,0.011113580795732384,1
P04287,34,Female,Hispanic,Bachelor,Moderate,1,2,4,3.1,2,Control,Control,1,3,0.008446321404756612,0
P04288,42,Female,Asian,Bachelor,Liberal,5,4,1,2.2,1,Control,Control,0,3,0.007779506557012669,0
P04289,58,Female,White,Bachelor,Liberal,3,3,4,1.7,3,Ad_Reason,Ad_Reason,0,3,0.010891309179817737,2
P04290,47,Female,White,High School,Liberal,5,3,5,3.7,1,Control,Control,0,2,0.011335852411647033,3
